0,1,9
0,14,384
0,26,142
0,37,231
0,48,5
0,52,115
0,55,378
0,56,133
1,2,1188
1,3,5
1,4,17824
1,5,1318
1,7,484
1,9,241
1,16,354
1,17,1441
1,18,482
1,19,719
1,20,234
1,21,2595
1,22,723
1,24,1330
1,25,1229
1,26,2366
1,27,471
1,28,129
1,29,355
1,30,115
1,31,859
1,34,364
1,35,1208
1,37,2504
1,39,355
1,41,1938
1,42,1643
1,43,641
1,44,9518
1,47,2182
1,49,252
1,50,489
1,51,372
1,52,6432
1,53,234
1,54,1452
1,55,3474
1,56,468
1,57,1468
1,58,121
1,61,234
1,62,4323
1,63,810
1,65,237
1,66,869
1,67,377
1,68,1054
1,69,117
1,70,3605
1,71,115
1,72,7
1,73,4
2,4,119
2,6,729
2,12,468
2,13,1240
2,15,468
2,16,1018
2,18,628
2,20,493
2,21,1003
2,25,1086
2,26,1910
2,27,485
2,32,240
2,33,124
2,34,231
2,35,3
2,37,239
2,38,579
2,39,592
2,40,28
2,41,1096
2,42,230
2,43,742
2,44,13
2,45,707
2,52,5
2,53,119
2,55,1224
2,56,4
2,57,383
2,58,252
2,60,580
2,61,227
2,63,1050
2,65,232
2,66,4
2,67,232
2,68,123
2,69,620
2,70,976
2,72,711
3,5,350
3,14,4
3,18,7
3,26,122
3,28,144
3,29,121
3,30,1805
3,31,1804
3,32,127
3,34,1934
3,39,7
3,42,1243
3,43,127
3,47,486
3,48,824
3,49,242
3,50,356
3,51,111
3,52,857
3,53,352
3,55,458
3,57,2435
3,59,120
3,64,7
3,65,1345
3,66,4692
3,67,475
3,68,1192
3,71,117
3,72,4
4,5,1792
4,14,231
4,15,123
4,17,1053
4,18,1071
4,19,121
4,21,825
4,22,228
4,24,1270
4,25,470
4,26,941
4,27,1046
4,29,109
4,31,758
4,32,1401
4,34,712
4,35,1082
4,37,233
4,39,248
4,41,392
4,42,351
4,44,7560
4,48,3
4,49,5
4,50,1073
4,51,119
4,52,481
4,53,122
4,54,1549
4,55,933
4,57,225
4,59,1905
4,61,835
4,63,2
4,64,111
4,65,586
4,66,599
4,67,5
4,69,249
4,70,484
4,71,114
4,72,989
5,7,619
5,8,241
5,10,227
5,12,223
5,15,474
5,17,835
5,18,842
5,20,123
5,21,4364
5,22,231
5,23,715
5,24,2030
5,25,735
5,26,124
5,27,1174
5,29,1225
5,30,245
5,31,5772
5,32,604
5,34,1305
5,35,485
5,36,843
5,37,242
5,38,946
5,39,609
5,42,3
5,44,2
5,45,1691
5,47,469
5,48,593
5,49,1071
5,50,825
5,52,468
5,53,1279
5,54,14
5,55,830
5,56,11
5,57,3479
5,58,967
5,61,826
5,62,239
5,63,362
5,64,948
5,65,2288
5,66,967
5,67,363
5,68,690
5,69,1329
5,70,599
5,71,1165
5,72,7
5,73,231
6,13,11030
6,16,8275
6,18,724
6,19,118
6,22,6
6,26,137
6,27,1215
6,33,3987
6,34,120
6,38,139
6,40,3954
6,42,374
6,45,130
6,56,349
6,66,245
7,8,4
7,11,237
7,15,111
7,17,115
7,19,590
7,20,233
7,21,4345
7,22,115
7,23,359
7,24,118
7,25,1332
7,27,128
7,29,1923
7,30,1316
7,34,375
7,37,3465
7,41,369
7,43,961
7,45,1727
7,47,353
7,50,119
7,51,723
7,52,715
7,53,1071
7,55,953
7,56,3
7,57,12
7,58,3332
7,59,123
7,61,7
7,62,473
7,63,7
7,65,355
7,67,120
7,69,2068
7,70,9400
8,11,12
8,12,128
8,14,398
8,15,127
8,16,111
8,17,1073
8,18,118
8,20,474
8,21,2320
8,22,494
8,23,112
8,24,116
8,25,807
8,26,1429
8,27,131
8,29,960
8,31,10
8,32,3027
8,34,742
8,38,703
8,41,2041
8,44,965
8,45,229
8,47,717
8,49,143
8,51,854
8,52,239
8,53,369
8,54,1474
8,55,726
8,56,14
8,58,1346
8,59,1326
8,61,983
8,62,231
8,63,1309
8,64,357
8,66,1609
8,67,504
8,68,239
8,69,933
8,71,7
8,72,368
9,12,5627
9,13,1432
9,15,2308
9,16,1091
9,17,127
9,19,353
9,20,371
9,21,840
9,22,1555
9,26,866
9,27,1771
9,28,355
9,31,730
9,32,3229
9,33,1337
9,34,860
9,36,234
9,37,1904
9,38,611
9,40,1085
9,41,1678
9,42,1704
9,43,953
9,44,363
9,47,1417
9,48,1207
9,50,1211
9,51,3317
9,52,2497
9,53,6621
9,54,594
9,55,3999
9,57,2875
9,59,3574
9,61,4845
9,62,1086
9,63,1695
9,64,113
9,66,233
9,67,989
9,70,585
9,71,730
9,72,241
10,11,1283
10,14,732
10,17,6
10,18,5
10,19,7
10,21,257
10,23,5
10,24,3
10,25,123
10,26,251
10,27,252
10,28,597
10,29,346
10,32,3108
10,34,238
10,35,3510
10,39,719
10,41,1887
10,43,387
10,49,7
10,50,259
10,51,2273
10,52,1435
10,55,998
10,56,1099
10,57,3037
10,58,2880
10,59,7
10,61,119
10,63,579
10,65,121
10,66,481
10,67,384
10,68,123
10,69,483
10,70,245
10,71,729
10,72,2578
11,12,112
11,14,27
11,17,3356
11,18,257
11,19,120
11,21,2741
11,22,1065
11,23,1565
11,24,370
11,26,3901
11,28,1474
11,29,11818
11,30,1071
11,31,258
11,32,852
11,34,3
11,35,2173
11,37,124
11,38,6
11,39,1106
11,41,1407
11,43,718
11,47,1556
11,48,472
11,50,223
11,51,2002
11,52,461
11,53,2763
11,54,1932
11,55,2290
11,56,355
11,57,1182
11,58,254
11,59,866
11,61,227
11,62,221
11,63,2404
11,64,469
11,66,501
11,67,465
11,68,246
11,69,712
11,70,1114
11,71,222
11,72,1317
12,13,6
12,15,17949
12,17,1164
12,18,240
12,20,233
12,21,486
